Dataset,Sampling Method,SampleSize,Accuracy,Example Leakage,Running_Time,F1_Score,Precisions,Recalls,FeatureEncoder_Time,TruePositive,FalsePositive,FalseNegative,TrueNegative
bpic2017,none,100,0.8804669543793509,0.7637200919357773,3950.012375831604,0.8647681484048145,0.8769052807551012,0.8804669543793509,0.43977808952331543,106496,14458,14458,3009392
bpic2017,relevance,70,0.8796118445157494,0.7318551744812195,1673.1292452812195,0.8650489270402232,0.8733737205250095,0.8796118445157494,7212.146540403366,79224,10843,10843,2150765
bpic2017,relevance,50,0.8791093357005474,0.7024263944370469,1224.743671655655,0.8647101624210194,0.8655751536848402,0.8791093357005474,5877.208428621292,59419,8171,8171,1613989
bpic2017,relevance,30,0.8782843346115609,0.6623585664915022,1616.732003211975,0.8628478467090382,0.8757756275573901,0.8782843346115609,15787.766686201096,37104,5142,5142,1008762
bpic2017,relevance,10,0.8673469387755102,0.6441516905269571,545.9736473560333,0.8534083323050748,0.857123350503453,0.8673469387755102,4065.50355052948,11390,1742,1742,300294
bpic2017,relevance,5,0.8642397161256407,0.5580233933499803,314.84948682785034,0.8473124623640326,0.8508069278102228,0.8642397161256407,3927.5990467071533,6576,1033,1033,173974
bpic2017,relevance,3,0.8646288209606987,0.6241972771641408,140.19391655921936,0.8442940860755989,0.8316045404482985,0.8646288209606987,936.1323528289795,3366,527,527,85119
bpic2017,relevance,1,0.6781272860277981,0.4776883686905633,54.97250413894653,0.6077475740191007,0.5698862214432208,0.6781272860277981,657.4384248256683,927,440,440,31001
bpic2017,random,70,0.8770453257448784,0.7577562610782198,1460.9698367118835,0.8599129774503349,0.8658833163300282,0.8770453257448784,1.600219964981079,72736,10197,10197,1980195
bpic2017,random,50,0.8771170992012197,0.7275198037850916,1165.6293032169342,0.8605921517699731,0.8667416515488883,0.8771170992012197,0.5498130321502686,52927,7415,7415,1501135
bpic2017,random,30,0.8765541249930928,0.7162236834834503,579.7462494373322,0.8601927718370498,0.8618224087242045,0.8765541249930928,0.7640228271484375,31726,4468,4468,900382
bpic2017,random,10,0.8657287938067094,0.6705235994339466,183.43873763084412,0.8496540114810208,0.851738025834988,0.8657287938067094,0.33762431144714355,10400,1613,1613,274686
bpic2017,random,5,0.8688805203697364,0.6502909962341664,116.39825916290283,0.8516265500931544,0.8543468598995079,0.8688805203697364,0.3172276020050049,5076,766,766,139442
bpic2017,random,3,0.8469852104664392,0.647042093287827,48.82342195510864,0.8288189464034497,0.8378133093932538,0.8469852104664392,0.3330042362213135,2978,538,538,80330
bpic2017,random,1,0.6012708498808578,0.5091342335186656,14.263268232345581,0.5150714159028874,0.4909544820188518,0.6012708498808578,0.316436767578125,757,502,502,28455
bpic2017,variant,70,0.8807763058803195,0.7646761071124335,1391.974949836731,0.8642291563618242,0.8697600802601287,0.8807763058803195,21.70906662940979,71342,9657,9657,1934319
bpic2017,variant,50,0.8786877796420581,0.7573406040268457,2353.204514980316,0.8619663054600959,0.8638547842710952,0.8786877796420581,16.35345435142517,50275,6941,6941,1366243
bpic2017,variant,30,0.8654473907794125,0.6529982560479364,361.6932351589203,0.8494622319422812,0.8520935163425827,0.8654473907794125,3.467642068862915,19354,3009,3009,533703
bpic2017,variant,10,0.8581542351453856,0.6365781710914454,409.9026358127594,0.8398937621783781,0.8412467689603683,0.8581542351453856,8.22960638999939,10182,1683,1683,271212
bpic2017,variant,5,0.8639555295494441,0.6549151550614395,120.6142349243164,0.8466099224504063,0.8469540230928815,0.8639555295494441,1.8619170188903809,5906,930,930,156298
bpic2017,variant,3,0.851639344262295,0.6057377049180328,39.13885688781738,0.8285247739811186,0.8164285202430398,0.851639344262295,1.1708815097808838,3117,543,543,83637
bpic2017,variant,1,0.6595570139458573,0.5356849876948319,14.13685941696167,0.5716866219352645,0.5238413776429526,0.6595570139458573,0.6023931503295898,804,415,415,26403
